year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,3757597617.2441154,683304449.6572889,330827242.80053824,4842944733.531751,3970200316.029231,0.0,0.0,8813145049.560982,4771729309.701942,8813145049.560982,13584874359.262924
2030,NT,3334006647.811989,0.0,215928349.29149407,3953798957.4714174,3244850197.874604,0.0,0.0,7198649155.346022,3549934997.1034827,7198649155.346022,10748584152.449505
2040,DE,2734488374.7627544,0.0,0.0,5130591173.324377,4197931044.743293,0.0,0.0,9328522218.067669,2734488374.7627544,9328522218.067669,12063010592.830423
2040,GA,2734488374.7627544,0.0,0.0,3805181383.001463,3118941813.773701,0.0,0.0,6924123196.775164,2734488374.7627544,6924123196.775164,9658611571.537918
2040,NT,2734488374.7627544,0.0,0.0,4841733169.097726,3960820732.169467,0.0,0.0,8802553901.267193,2734488374.7627544,8802553901.267193,11537042276.029947
2050,DE,529181291.7936919,0.0,0.0,5593757322.2119665,4632407309.6983595,0.0,0.0,10226164631.910326,529181291.7936919,10226164631.910326,10755345923.704018
2050,GA,529181291.7936919,0.0,0.0,4126022157.743503,3377838165.0657825,0.0,0.0,7503860322.809286,529181291.7936919,7503860322.809286,8033041614.602978
All,All,10355273931.61255,683304449.6572889,546755592.0920323,18249135339.45542,14979404448.181393,0.0,0.0,33228539787.636814,11585333973.361872,33228539787.636814,44813873760.99869
