year,AIC,expected_OC,total_cost
2025,4771729309.701942,8813145049.560982,13584874359.262924
2030,3549934997.1034827,7198649155.346022,10748584152.449505
2040,2734488374.7627544,8351733105.370008,11086221480.132763
2050,529181291.7936919,8865012477.359806,9394193769.153498
