year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,8502.739581238984,19,2,146581179.39834878
2030,95000,231.7556581851095,19,1,3043300.255397589
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
