,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,100.344,496,88.25622775800713,0.95856524427953
1,100.344,138.515,0,0.0,0.0
2,138.515,176.687,0,0.0,0.0
3,176.687,214.859,0,0.0,0.0
4,214.859,253.03,0,0.0,0.0
5,253.03,291.202,0,0.0,0.0
6,291.202,329.373,0,0.0,0.0
7,329.373,367.545,0,0.0,0.0
8,367.545,405.716,0,0.0,0.0
9,405.716,443.888,0,0.0,0.0
10,443.888,482.059,0,0.0,0.0
11,482.059,520.231,0,0.0,0.0
12,520.231,558.402,0,0.0,0.0
13,558.402,596.574,0,0.0,0.0
14,596.574,634.745,0,0.0,0.0
15,634.745,672.917,0,0.0,0.0
16,672.917,711.088,0,0.0,0.0
17,711.088,749.26,0,0.0,0.0
18,749.26,787.431,0,0.0,0.0
19,787.431,825.603,0,0.0,0.0
20,825.603,863.774,10,1.7793594306049825,0.01932591218305504
21,863.774,901.946,1,0.1779359430604982,0.001932591218305504
22,901.946,940.117,0,0.0,0.0
23,940.117,978.289,0,0.0,0.0
24,978.289,1016.46,0,0.0,0.0
25,1016.46,1054.632,0,0.0,0.0
26,1054.632,1092.804,0,0.0,0.0
27,1092.804,1130.975,0,0.0,0.0
28,1130.975,1169.147,0,0.0,0.0
29,1169.147,1207.318,0,0.0,0.0
30,1207.318,1245.49,0,0.0,0.0
31,1245.49,1283.661,0,0.0,0.0
32,1283.661,1321.833,0,0.0,0.0
33,1321.833,1360.004,0,0.0,0.0
34,1360.004,1398.176,0,0.0,0.0
35,1398.176,1436.347,0,0.0,0.0
36,1436.347,1474.519,0,0.0,0.0
37,1474.519,1512.69,0,0.0,0.0
38,1512.69,1550.862,0,0.0,0.0
39,1550.862,1589.033,0,0.0,0.0
40,1589.033,1627.205,0,0.0,0.0
41,1627.205,1665.376,0,0.0,0.0
42,1665.376,1703.548,0,0.0,0.0
43,1703.548,1741.719,0,0.0,0.0
44,1741.719,1779.891,0,0.0,0.0
45,1779.891,1818.062,0,0.0,0.0
46,1818.062,1856.234,0,0.0,0.0
47,1856.234,1894.406,0,0.0,0.0
48,1894.406,1932.577,0,0.0,0.0
49,1932.577,1970.749,0,0.0,0.0
50,1970.749,2008.92,0,0.0,0.0
51,2008.92,2047.092,0,0.0,0.0
52,2047.092,2085.263,0,0.0,0.0
53,2085.263,2123.435,0,0.0,0.0
54,2123.435,2161.606,0,0.0,0.0
55,2161.606,2199.778,0,0.0,0.0
56,2199.778,2237.949,0,0.0,0.0
57,2237.949,2276.121,0,0.0,0.0
58,2276.121,2314.292,0,0.0,0.0
59,2314.292,2352.464,0,0.0,0.0
60,2352.464,2390.635,0,0.0,0.0
61,2390.635,2428.807,0,0.0,0.0
62,2428.807,2466.978,0,0.0,0.0
63,2466.978,2505.15,0,0.0,0.0
64,2505.15,2543.321,4,0.7117437722419928,0.007730364873222016
65,2543.321,2581.493,24,4.270462633451958,0.0463821892393321
66,2581.493,2619.664,16,2.8469750889679712,0.030921459492888066
67,2619.664,2657.836,0,0.0,0.0
68,2657.836,2696.007,0,0.0,0.0
69,2696.007,2734.179,0,0.0,0.0
70,2734.179,2772.351,0,0.0,0.0
71,2772.351,2810.522,0,0.0,0.0
72,2810.522,2848.694,0,0.0,0.0
73,2848.694,2886.865,0,0.0,0.0
74,2886.865,2925.037,0,0.0,0.0
75,2925.037,2963.208,0,0.0,0.0
76,2963.208,3001.38,0,0.0,0.0
77,3001.38,3039.551,0,0.0,0.0
78,3039.551,3077.723,0,0.0,0.0
79,3077.723,3115.894,0,0.0,0.0
80,3115.894,3154.066,0,0.0,0.0
81,3154.066,3192.237,0,0.0,0.0
82,3192.237,3230.409,0,0.0,0.0
83,3230.409,3268.58,0,0.0,0.0
84,3268.58,3306.752,0,0.0,0.0
85,3306.752,3344.923,0,0.0,0.0
86,3344.923,3383.095,0,0.0,0.0
87,3383.095,3421.266,0,0.0,0.0
88,3421.266,3459.438,0,0.0,0.0
89,3459.438,3497.609,0,0.0,0.0
90,3497.609,3535.781,0,0.0,0.0
91,3535.781,3573.953,0,0.0,0.0
92,3573.953,3612.124,0,0.0,0.0
93,3612.124,3650.296,0,0.0,0.0
94,3650.296,3688.467,0,0.0,0.0
95,3688.467,3726.639,1,0.1779359430604982,0.001932591218305504
96,3726.639,3764.81,0,0.0,0.0
97,3764.81,3802.982,2,0.3558718861209964,0.003865182436611008
98,3802.982,3841.153,3,0.5338078291814947,0.0057977736549165125
99,3841.153,3879.325,5,0.8896797153024912,0.00966295609152752
