dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,929,1.7953772418058134
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,998,1.928726035868893
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,1,1.3157894736842104
branch_flow_new_duals_max,89376,11666,13.052721088435373
branch_flow_new_duals_min,89376,34587,38.69830827067669
branch_flow_old_duals_max,89376,9780,10.942534908700322
branch_flow_old_duals_min,89376,34601,38.71397243107769
emissions_duals,7,1,14.285714285714285
gen_extension_duals,204,33,16.176470588235293
gen_output_new_duals,239904,148138,61.748866213151935
gen_output_old_duals,239904,148292,61.81305855675604
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
