snapshot,ES1 0 bat,ES1 1 bat,ES1 2 bat,ES1 3 bat,ES1 4 bat,ES1 5 bat,ES1 6 bat,ES1 7 bat,ES1 8 bat,PT1 0 bat,PT1 1 bat
2013-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53920.92235989591,0.0,0.0
2013-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3949.9545707272227,20481.448193190914,48133.426861065294,0.0,21088.335297092282
2013-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,13151.544034542816,53920.92235989591,0.0,20884.912746437803
2013-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,14887.528475692498,51717.337164989935,0.0,21291.75784774676
2013-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4408.108493699576,15389.214823155211,51257.228795317045,0.0,21088.335297092282
2013-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4408.108493699576,21545.811269925223,45934.06739888563,0.0,21088.335297092282
2013-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3949.9545707272227,14668.978151897303,53920.92235989591,0.0,21088.335297092282
2013-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,50750.268356743414,0.0,17384.953892536374
2013-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,33507.94612571011,0.0,22184.236584359653
2013-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21545.811269925223,44325.06325299318,0.0,18110.502891942826
2013-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,19426.124726137128,36732.612478925024,0.0,22184.236584359653
2013-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,33885.709315907756,0.0,19118.675131689975
2013-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,31475.782873380816,0.0,18765.056932107364
2013-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,932.0742764923342,2725.0443520150397,53920.92235989591,0.0,18883.75129179411
2013-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4408.108493699576,13777.793801647236,53517.96013503442,0.0,7434.031009335521
2013-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4408.108493699577,20481.448193190914,42172.99058855691,0.0,18238.647053689125
2013-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4408.108493699577,20721.804907202575,51257.22879531704,0.0,22184.236584359653
2013-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,15478.341929395492,12000.180812820368,0.0,22184.236584359653
2013-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4393.059746410501,21545.811269925223,35848.52999335345,0.0,22184.236584359653
2013-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,7430.078480182936,53920.92235989591,0.0,22184.236584359653
2013-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,3437.6247689935967,53920.92235989591,0.0,22184.236584359653
2013-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53920.92235989591,0.0,22184.236584359653
2013-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,50723.71961990548,0.0,22184.236584359653
2013-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,20481.448193190914,49244.30554069327,0.0,22184.236584359653
2013-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4302.423011356805,0.0,53612.438908139484,0.0,18266.000015553334
2013-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,16134.25643053324,53920.92235989591,0.0,22184.236584359653
2013-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3491.8006477548693,0.0,53920.92235989591,0.0,22184.236584359653
2013-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,793.2138236471352,53920.92235989591,0.0,22184.236584359653
2013-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,12050.169415508628,53920.92235989591,0.0,21733.832539569976
2013-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1161.1512379785108,8431.278777682288,32884.90758622354,0.0,21088.335297092282
2013-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,6165.788278854407,53920.92235989591,0.0,15018.100533379
2013-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,1358.0090166034763,49306.68441577958,0.0,22184.236584359653
2013-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21545.811269925223,49272.945101631856,0.0,0.0
2013-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,0.0,36792.652271701765,0.0,22184.236584359653
2013-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4179.0315322134,20481.448193190914,51432.341927630805,0.0,17372.55181343741
2013-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,10940.901280840064,0.0,0.0,22184.236584359653
2013-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4454.519035371462,9587.460826789487,53920.92235989591,0.0,21883.359382654337
2013-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,16681.464843311504,11401.775543292553,0.0,22184.236584359653
2013-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,0.0,10262.216768163937,0.0,22184.236584359653
2013-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,1229.746032323164,0.0,0.0,22184.236584359653
2013-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2300.005298652099,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,0.0,53920.92235989591,0.0,22184.236584359653
2013-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,0.0,53920.92235989591,0.0,22184.236584359653
2013-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3949.9545707272227,21545.811269925223,53920.92235989591,0.0,22184.236584359653
2013-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,21545.811269925223,0.0,0.0,22184.236584359653
2013-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,7858.881977031259,53920.92235989591,0.0,22184.236584359653
2013-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4179.031532213399,21545.811269925223,35107.17894280601,0.0,22184.236584359653
2013-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4637.185455185753,18352.722039722295,36322.85008191834,0.0,13694.898287404405
2013-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1161.1512379785108,21545.811269925223,38400.284839948334,0.0,7940.156667962656
