year,generator,dual_value
2025,ES1 4 offwind-ac,-557835.755231241
2025,ES1 4 onwind,-447982.9625069611
2025,PT1 1 ror,-412184.7051843999
2025,PT1 0 ror,-405639.1246172655
2025,ES1 3 solar,-327564.75638927735
2025,ES1 0 solar,-319306.4160382758
2025,ES1 5 solar,-313855.49689803115
2025,PT1 1 solar,-313603.11392563174
2025,ES1 7 solar,-313500.81254663225
2025,ES1 8 solar,-311383.09668028064
2025,ES1 2 solar,-308285.5597571655
2025,ES1 6 solar,-308168.41262638185
2025,PT1 0 solar,-300099.6411105166
2025,ES1 3 offwind-ac,-298171.39221579913
2025,ES1 4 solar,-271470.6058445233
2025,ES1 8 ror,-266484.4691115955
2025,ES1 2 ror,-261135.47070262436
2025,ES1 1 solar,-256698.36587968745
2025,PT1 1 offwind-ac,-224625.6612989425
2025,ES1 1 onwind,-222419.5535766482
2025,ES1 2 onwind,-202908.1236987238
2025,PT1 1 onwind,-183901.4177915447
2025,PT1 0 offwind-ac,-180749.53230244268
2025,ES1 7 onwind,-170354.5796673345
2025,ES1 6 onwind,-166125.17783360303
2025,ES1 5 onwind,-146260.2206338332
2025,PT1 0 onwind,-114301.92696012776
2025,ES1 3 onwind,-92414.74624045244
2025,ES1 8 offwind-ac,-83731.45121429625
2025,ES1 0 onwind,-78039.7425920231
2025,ES1 2 offwind-ac,-65929.6829191623
2025,ES1 6 offwind-ac,-62787.16724822008
2025,ES1 8 onwind,-61152.34048882885
2025,ES1 0 offwind-ac,-54164.645610492254
2025,ES1 1 offwind-ac,-35997.82670269864
2025,PT1 1 CCGT,-31107.117111973457
2025,ES1 7 CCGT,-19565.37588528809
2025,PT1 0 CCGT,-16622.16168550223
2025,ES1 8 CCGT,-9582.134223874857
2025,ES1 5 CCGT,-6608.103599525944
2025,ES1 4 CCGT,-4477.554422089699
2030,ES1 4 offwind-ac,-352455.79936545494
2030,ES1 4 onwind,-292801.3202882819
2030,ES1 3 solar,-226236.45092036
2030,ES1 0 solar,-217687.1925998184
2030,ES1 7 solar,-216965.74264320557
2030,PT1 1 solar,-216643.62284116563
2030,ES1 5 solar,-216175.0535596016
2030,ES1 8 solar,-214034.3713255931
2030,ES1 2 solar,-211625.81962050096
2030,ES1 6 solar,-211242.86102504455
2030,PT1 0 solar,-207796.14323085904
2030,PT1 1 ror,-205283.0648404023
2030,PT1 0 ror,-200968.1717994738
2030,ES1 4 solar,-185939.24327269944
2030,ES1 1 solar,-175778.92054462296
2030,ES1 3 offwind-ac,-170133.25915084608
2030,ES1 1 onwind,-126132.45771897158
2030,ES1 2 onwind,-116882.47680314252
2030,PT1 1 offwind-ac,-110283.86787625178
2030,ES1 8 ror,-107995.42048614066
2030,ES1 2 ror,-104145.31554461044
2030,PT1 1 onwind,-102660.24509905998
2030,ES1 7 onwind,-90010.39414477591
2030,ES1 6 onwind,-87520.6112155075
2030,PT1 0 offwind-ac,-76038.34941487251
2030,ES1 5 onwind,-74101.95564266588
2030,PT1 0 onwind,-51049.010725601656
2030,ES1 3 onwind,-39464.72050102463
2030,ES1 0 onwind,-27029.237652210417
2030,PT1 1 CCGT,-17453.64430900797
2030,ES1 8 onwind,-15123.88279916068
2030,ES1 8 offwind-ac,-9755.41776534779
2030,ES1 7 CCGT,-9232.956465952884
2030,PT1 0 CCGT,-7877.407579640669
2040,ES1 4 offwind-ac,-178717.6282365363
2040,ES1 4 onwind,-165208.04220793687
2040,ES1 3 solar,-136504.6593000423
2040,ES1 0 solar,-130971.7098642635
2040,ES1 7 solar,-130633.58689233828
2040,PT1 1 solar,-130187.2545227222
2040,ES1 5 solar,-129897.9504957664
2040,ES1 8 solar,-128782.37533220251
2040,ES1 2 solar,-127061.71988692564
2040,ES1 6 solar,-126857.00924732431
2040,PT1 0 solar,-124763.6838670942
2040,ES1 4 solar,-110283.0356334718
2040,ES1 1 solar,-103764.1357065934
2040,ES1 3 offwind-ac,-59482.09223255771
2040,ES1 1 onwind,-50943.83796805458
2040,ES1 2 onwind,-47035.522965353885
2040,PT1 1 ror,-42230.20891884423
2040,PT1 0 ror,-39516.27657655272
2040,PT1 1 onwind,-37517.37302373101
2040,ES1 7 onwind,-27244.710280095336
2040,ES1 6 onwind,-26723.598102715965
2040,ES1 5 onwind,-17355.270958834102
2040,PT1 1 offwind-ac,-15029.623856810053
2040,PT1 1 CCGT,-7388.744526919385
2040,ES1 7 CCGT,-2618.8579727854667
2040,PT1 0 onwind,-1566.3459765286316
2040,PT1 0 CCGT,-1431.379129615554
2050,ES1 3 solar,-49106.77489649508
2050,ES1 0 solar,-46380.69347205598
2050,ES1 7 solar,-46327.916912416455
2050,PT1 1 solar,-46081.216764249766
2050,ES1 5 solar,-45853.071286226914
2050,ES1 8 solar,-45468.40757403258
2050,ES1 2 solar,-44511.7635750554
2050,ES1 6 solar,-44410.83340489378
2050,PT1 0 solar,-43656.934714923234
2050,ES1 4 onwind,-41395.38363391672
2050,ES1 4 solar,-36462.09534490781
2050,ES1 1 solar,-33247.36086044422
2050,ES1 4 offwind-ac,-8787.19201495152
