Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,23996123281.867367,,195.3441359996796,113.5284299850464,195.8986349105835,309.4270648956299,1629488,1181276,3144995,0,0,0,2
EV,23688128424.47492,,78.11713409423828,58.26180291175842,78.31183815002441,136.57364106178284,543536,675252,1736240,0,0,0,2
EEV,24181801110.24348,,5.218088865280151,114.05436491966248,5.780482053756714,119.8348469734192,1629488,1181276,3144995,0,0,0,2
EVPI,23767363665.66775,,75.25326081116994,70.96287608146667,75.59953530629475,146.56241138776144,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1102258724.4925702,,2.7486697544380942,4.8648246943413325,2.7656090988197772,6.080609682338624,280391.6007187091,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
