year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,0.0,0.0,59438275.49483666,99722900.63703391,38161429.40012389,51594248.445902884
2030,0.0,0.0,56081999.57764607,77864957.91371913,63596156.04690776,85990414.0765048
2040,0.0,0.0,55555518.67522153,73272074.12072037,89141708.31657073,120009528.79035805
2050,0.0,0.0,50008114.32118037,67684153.62631868,90094632.29705702,153309244.80049616
