scenario,year,dual_value
NT,2025,-31475.535794602696
NT,2030,-11401.998395383529
NT,2040,-33.4294009917364
GA,2040,-10114.523108734122
DE,2040,-5971.786283963701
GA,2050,-45.1529661018983
DE,2050,-15106.695939770161
