year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,11686.854905905508,19,3,200957788.30042613
2030,95000,3023.57129440277,19,1,39673801.567212366
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
