year,num_buildout,capacity,investment_cost,cycles_per_year
2025,2,90602.91639943278,1989542640.5784779,122.99137999677208
2030,0,90602.91639943278,0.0,166.79107719844652
2040,0,90602.91639943278,0.0,250.1160238074722
2050,0,90602.91639943278,0.0,246.6247476373321
