dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,320,0.6184291898577613
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,535,1.0339363017934446
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,31,40.78947368421053
branch_flow_new_duals_max,89376,10013,11.203231292517007
branch_flow_new_duals_min,89376,37712,42.194772645900464
branch_flow_old_duals_max,89376,9458,10.582259219477265
branch_flow_old_duals_min,89376,38476,43.04958825635518
emissions_duals,7,7,100.0
gen_extension_duals,204,114,55.88235294117647
gen_output_new_duals,239904,101643,42.36819727891156
gen_output_old_duals,239904,101811,42.438225290116044
load_shedding_duals,51744,1013,1.9577149041434756
power_balance_duals,51744,51436,99.40476190476191
