year,DE,GA,NT,Average
2025,,,1596.023704225757,1596.023704225757
2030,,,407.512873384887,407.512873384887
2040,582.4077795312463,141.77474100859564,276.31646210839807,333.4996608827467
2050,371.07876791485967,141.56805198239306,,256.32340994862636
