year,scenario,utilization_rate,congestion_rate
2025,NT,0.6741323476974073,0.496828007518797
2030,NT,0.7469565585666444,0.5338737468671679
2040,DE,0.7456685810644372,0.5484414160401003
2040,GA,0.7473098968311539,0.5379464285714286
2040,NT,0.7461680010214947,0.5449953007518797
2050,DE,0.7443328261541978,0.553297305764411
2050,GA,0.7466830489719928,0.5443687343358397
