year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,8824.504843322955,11,3,873870676.7706983,28848265.177451354,5769653.035490271,1185011354.3243465,461572242.83922166,1646583597.163568,2520454273.934266
2025,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,offwind-ac,27469.304443667334,27469.304443667334,9,9,5065022892.488588,57219581.04709588,0.0,858293.7157064382,0.0,858293.7157064382,5065881186.204295
2025,onwind,64079.00668944659,64079.00668944659,11,11,6157088261.192838,95317623.33959025,0.0,1429764.3500938523,0.0,1429764.3500938523,6158518025.542932
2025,ror,5571.016495,5571.016495,4,4,1666515127.3987482,38308206.11648513,0.0,0.0,0.0,0.0,1666515127.3987482
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51495090.20307269,0.0,514950.90203072695,0.0,514950.90203072695,905307361.8122684
2030,CCGT,60900.664000000004,0.0,11,0,0.0,20518680.09704186,4103736.0194083718,799472699.1986065,328298881.55266976,1127771580.7512763,1127771580.7512763
2030,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,offwind-ac,27469.304443667334,5750.206760447316,9,2,1056530739.6118048,59214927.68397376,0.0,888223.9152596062,0.0,888223.9152596062,1057418963.5270644
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,93149438.89198548,0.0,1397241.58337978,0.0,1397241.58337978,1540885267.8091216
2030,ror,5571.016495,247.35167661167335,4,1,73992836.178238,39462627.99791129,0.0,0.0,0.0,0.0,73992836.178238
2030,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,79690995.38991435,0.0,796909.9538991435,0.0,796909.9538991435,905589320.8641368
2040,CCGT,60900.664000000004,0.0,11,0,0.0,28664458.0733562,5732891.61467124,1116518027.450245,458631329.1736992,1575149356.6239443,1575149356.6239443
2040,coal,9478.786965467825,0.0,5,0,0.0,1465562.4005136532,498291.21617464215,41324418.596301645,39863297.293971375,81187715.89027302,81187715.89027302
2040,offwind-ac,27469.304443667334,688.2544132708763,9,1,126664636.8628813,66388365.2941832,0.0,995825.479412748,0.0,995825.479412748,127660462.34229405
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,119601334.18922535,0.0,1794020.0128383772,0.0,1794020.0128383772,738391742.1230288
2040,ror,5571.016495,0.0,4,0,0.0,39462627.99791128,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,9162.639422941716,11,4,326208941.5168623,93284322.33229384,0.0,932843.2233229383,0.0,932843.2233229383,327141784.7401852
2050,CCGT,60900.664000000004,0.0,11,0,0.0,36063152.63894518,7212630.527789036,1412632534.6944675,577010442.2231228,1989642976.9175901,1989642976.9175901
2050,coal,9478.786965467825,0.0,5,0,0.0,1079440.1202717908,367009.64089240885,30436940.360997006,29360771.27139271,59797711.63238971,59797711.63238971
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,70636756.37626193,0.0,1059551.345643929,0.0,1059551.345643929,1059551.345643929
2050,onwind,64079.00668944659,0.0,11,0,0.0,129737318.88881055,0.0,1946059.7833321546,0.0,1946059.7833321546,1946059.7833321546
2050,ror,5571.016495,0.0,4,0,0.0,39462627.99791129,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,95038338.44625409,0.0,950383.3844625409,0.0,950383.3844625409,950383.3844625409
