year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,131357.8710175142,51,38,14667289368.76111,271188765.8836953,5769653.035490271,461572242.83922166,1187814363.2921774,1649386606.1313992,16316675974.89251
2030,192912.81713965908,47433.596237655795,51,16,3574804012.926022,292036670.0608267,4103736.0194083718,328298881.55266976,802555074.651145,1130853956.2038147,4705657969.129837
2040,192912.81713965908,17516.928227830307,51,6,1189471300.489934,348866670.2874835,6231182.830845882,498494626.46767056,1161565134.7621207,1660059761.2297914,2849531061.7197256
2050,192912.81713965908,0.0,51,0,0.0,372017634.46845484,7579640.168681445,606371213.4945157,1447025469.5689032,2053396683.0634186,2053396683.0634186
