year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,128541.36617419127,51,36,14388377289.583672,261568634.0733628,3846435.356993576,307714828.5594861,785312717.9435921,1093027546.503078,15481404836.08675
2030,192912.81713965908,102499.92197072979,51,29,11348578604.216274,288218602.9472225,2735824.012938912,218865921.03511298,550616590.5229692,769482511.5580821,12118061115.774357
2040,192912.81713965908,15171.374328044227,51,6,768262470.0570501,345050182.6273907,4164967.612646474,333197409.0117179,793933057.8786057,1127130466.8903236,1895392936.9473739
2050,192912.81713965908,0.0,51,0,0.0,368212817.3038812,5057390.844150165,404591267.5320132,974527695.1016825,1379118962.6336958,1379118962.6336958
