year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,6008.0,11,1,594958597.5932599,19232176.78496788,3846435.3569935765,782509768.942444,307714828.5594861,1090224597.50193,1685183195.09519
2025,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,offwind-ac,27469.304443667334,27469.304443667334,9,9,5065022892.488588,57299437.890941665,0.0,859491.5683641249,0.0,859491.5683641249,5065882384.056952
2025,onwind,64079.00668944659,64079.00668944659,11,11,6157088261.192838,95233859.9948459,0.0,1428507.8999226869,0.0,1428507.8999226869,6158516769.09276
2025,ror,5571.016495,5571.016495,4,4,1666515127.3987482,38308206.11648513,0.0,0.0,0.0,0.0,1666515127.3987482
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51494953.286122255,0.0,514949.5328612226,0.0,514949.5328612226,905307360.4430989
2030,CCGT,60900.664000000004,712.421417395406,11,1,70549475.26447624,13679120.064694561,2735824.012938912,547838385.0005175,218865921.03511298,766704306.0356305,837253781.3001068
2030,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,offwind-ac,27469.304443667334,21505.631414331074,9,5,3969993431.4884014,57713146.40017583,0.0,865697.1960026375,0.0,865697.1960026375,3970859128.684404
2030,onwind,64079.00668944659,49296.81409792597,11,8,4736728159.154411,76543012.71339273,0.0,1148145.1907008898,0.0,1148145.1907008898,4737876304.345112
2030,ror,5571.016495,5571.016495,4,4,1666515127.3987482,63847010.19414187,0.0,0.0,0.0,0.0,1666515127.3987482
2030,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,76436313.5748175,0.0,764363.1357481749,0.0,764363.1357481749,905556774.0459858
2040,CCGT,60900.664000000004,0.0,11,0,0.0,19853922.255838454,3970784.4511676915,774379297.2084671,317662756.0934153,1092042053.3018825,1092042053.3018825
2040,coal,9478.786965467825,0.0,5,0,0.0,571126.9455258313,194183.16147878268,16104049.17611473,15534652.918302614,31638702.094417345,31638702.094417345
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,66226098.09968965,0.0,993391.4714953447,0.0,993391.4714953447,993391.4714953447
2040,onwind,64079.00668944659,3771.754702714219,11,1,362412400.0037797,102159954.24132447,0.0,1532399.313619865,0.0,1532399.313619865,363944799.31739956
2040,ror,5571.016495,0.0,4,0,0.0,63847010.194141865,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,11399.619625330008,11,5,405850070.05327034,92392070.8908704,0.0,923920.7089087041,0.0,923920.7089087041,406773990.762179
2050,CCGT,60900.664000000004,0.0,11,0,0.0,24360548.24173861,4872109.648347722,955444423.9432108,389768771.86781776,1345213195.8110285,1345213195.8110285
2050,coal,9478.786965467825,0.0,5,0,0.0,544944.6935365973,185281.1958024431,15365789.010175873,14822495.664195448,30188284.67437132,30188284.67437132
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,71053185.46991196,0.0,1065797.7820486794,0.0,1065797.7820486794,1065797.7820486794
2050,onwind,64079.00668944659,0.0,11,0,0.0,113522615.8403254,0.0,1702839.2376048788,0.0,1702839.2376048788,1702839.2376048788
2050,ror,5571.016495,0.0,4,0,0.0,63847010.19414187,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,94884512.86422679,0.0,948845.1286422679,0.0,948845.1286422679,948845.1286422679
