year,AIC,expected_OC,total_cost
2025,15500797803.890978,66675733122.59676,82176530926.48775
2030,12073570734.923218,769482511.5580822,12843053246.4813
2040,768262470.0570501,1127130466.8903236,1895392936.9473739
2050,0.0,1476384202.0843081,1476384202.0843081
