year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,28848265.177451354,0.0,57219581.04709588,95317623.33959025,38308206.11648513,51495090.20307269
2030,20518680.09704186,0.0,59214927.68397376,93149438.89198548,39462627.99791129,79690995.38991435
2040,28664458.0733562,1465562.4005136532,66388365.2941832,119601334.18922535,39462627.99791128,93284322.33229384
2050,36063152.63894518,1079440.1202717908,70636756.37626193,129737318.88881055,39462627.99791129,95038338.44625409
