year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,1524.9999999999998,11,2,151017287.17205748,39211272.4398562,7842254.487971242,1524215325.0622015,627380359.0376993,2151595684.0999007,2302612971.2719584
2025,coal,2369.6967413669563,234.95750344069185,5,1,82229617.30364865,3326268.3585716784,1130931.2419143708,93790688.11063474,90474499.35314965,184265187.4637844,266494804.76743305
2025,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,48038910.91413662,0.0,720583.6637120494,0.0,720583.6637120494,648800347.4897968
2025,onwind,16019.751672361648,10835.987024503367,11,7,1041185435.8222384,103307374.61387749,0.0,1549610.6192081606,0.0,1549610.6192081606,1042735046.4414467
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38275714.42528714,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,42458387.54080599,0.0,424583.87540805986,0.0,424583.87540805986,226622686.60296747
2030,CCGT,15225.166000000001,1747.1248351381096,11,1,173013805.2154003,47526433.46083979,9505286.69216796,1847946888.170987,760422935.3734368,2608369823.544424,2781383628.7598243
2030,coal,2369.6967413669563,933.0282480912551,5,4,326538010.7062808,4475946.543177098,1521821.8246802134,126208129.0432209,121745745.97441708,247953875.01763797,574491885.7239188
2030,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,52635990.93636006,0.0,789539.8640454009,0.0,789539.8640454009,648869303.6901301
2030,onwind,16019.751672361648,10835.987024503367,11,7,1041185435.8222384,108764956.64970914,0.0,1631474.349745635,0.0,1631474.349745635,1042816910.1719841
2030,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38275714.42528714,0.0,0.0,0.0,0.0,416628781.84968704
2030,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,42463917.032138,0.0,424639.17032138,0.0,424639.17032138,226622741.8978808
2040,CCGT,15225.166000000001,2394.25,11,4,237097140.86013025,76339146.14821827,15267829.229643654,2974123343.4762373,1221426338.3714924,4195549681.8477297,4432646822.70786
2040,coal,2369.6967413669563,831.8604337078548,5,2,291131647.6901133,9310686.409814775,3165633.3793370235,262533142.55553475,253250670.34696186,515783812.9024966,806915460.5926099
2040,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,58767767.50399366,0.0,881516.5125599048,0.0,881516.5125599048,648961280.3386446
2040,onwind,16019.751672361648,12911.21401889588,11,8,1240585464.4214487,125792564.01191604,0.0,1886888.4601787382,0.0,1886888.4601787382,1242472352.8816276
2040,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38275714.425287135,0.0,0.0,0.0,0.0,416628781.84968704
2040,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,42463917.032138,0.0,424639.17032138,0.0,424639.17032138,226622741.8978808
2050,CCGT,15225.166000000001,1682.1431507161622,11,3,166578816.56145063,88973748.51458058,17794749.702916116,3470141235.081426,1423579976.2332892,4893721211.314715,5060300027.876166
2050,coal,2369.6967413669563,1204.5421814006827,5,2,421561521.3484012,11787582.39338219,4007778.013749945,332374103.5467311,320622241.09999555,652996344.6467267,1074557865.995128
2050,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,60405367.11621526,0.0,906080.5067432288,0.0,906080.5067432288,648985844.3328279
2050,onwind,16019.751672361648,11870.185991082937,11,8,1140557361.9153678,132143593.01029943,0.0,1982153.895154489,0.0,1982153.895154489,1142539515.8105223
2050,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38275714.42528714,0.0,0.0,0.0,0.0,416628781.84968704
2050,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,42463917.032138,0.0,424639.17032138,0.0,424639.17032138,226622741.8978808
