year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,23852.549895093267,51,30,2565338988.701276,274617928.2925351,8973185.729885612,717854858.390849,1620700791.3311644,2338555649.7220135,4903894638.423289
2030,48228.20428491477,24772.74547488194,51,32,2831643900.1472507,294142959.0475112,11027108.516848173,882168681.3478539,1977000670.5983202,2859169351.946174,5690813252.093425
2040,48228.20428491477,27393.929819752942,51,34,3059720901.3750234,350949795.5313679,18433462.608980678,1474677008.7184544,3239849530.174832,4714526538.893287,7774247440.268311
2050,48228.20428491477,26013.47669034899,51,33,3019604348.228551,374049922.4919026,21802527.71666606,1744202217.3332849,3805828212.2003765,5550030429.533662,8569634777.762213
