year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,49283346.570803694,8083226.690003019,65351382.554390594,84363201.51563182,4195183.521741388,61108559.401308954,272384900.2538795
2030,NT,44776468.85512205,6121029.630630646,56072659.921394,83797528.28717124,4195183.521741388,96961855.57141234,291924725.78747165
2040,DE,25335383.68576245,3450441.8771638796,19136224.196316537,30770445.72922603,1398394.5072471295,40862380.64328395,120953270.63899997
2040,GA,18712507.877582766,2444922.4482013313,18213234.237236366,28024021.032077417,1398394.5072471295,39064389.18245534,107857469.28480035
2040,NT,23879372.821202524,3197090.403445064,18877008.536090788,30271079.374868643,1398394.5072471295,40532401.08373864,118155346.7265928
2050,DE,45621446.83988115,6606585.064726258,30083830.141084597,48464566.91404229,2097591.760870694,62638657.4961398,195512678.21674478
2050,GA,34084798.68804715,4492388.104765981,27944091.654490933,44849502.286464535,2097591.760870694,60372140.49648114,173840512.99112043
