year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,49283346.570803694,8083226.690003019,65351382.554390594,84363201.51563182,4195183.521741388,61108559.401308954,272384900.2538795
2030,44776468.85512205,6121029.630630646,56072659.921394,83797528.28717124,4195183.521741388,96961855.57141234,291924725.78747165
2040,67927264.38454774,9092454.728810275,56226466.96964369,89065546.13617209,4195183.521741388,120459170.90947792,346966086.6503931
2050,79706245.5279283,11098973.16949224,58027921.79557553,93314069.20050682,4195183.521741388,123010797.99262094,369353191.20786524
