year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2717867818.968186,447786263.9998339,980270.7383158549,1265448.0227344772,0.0,611085.5940130838,3168510887.323084
2030,2467302921.094075,339086492.96229947,841089.8988209066,1256962.924307569,0.0,969618.5557141145,2809457085.435217
2040,3752555659.264294,503694439.0829716,843397.004544652,1335983.1920425813,0.0,1204591.709094768,4259634070.252948
2050,4407443776.707598,614849480.3378413,870418.8269336293,1399711.0380076023,0.0,1230107.9799261978,5025793494.890306
