year,scenario,ES1 0,PT1 0
2025,NT,33.3188031430593,33.998778717407454
2030,NT,29.02307082400556,29.615378391842412
2040,DE,37.86917480360351,37.8011296964786
2040,GA,29.667071855113743,30.272515962405674
2040,NT,34.03689665508358,34.731520841341954
2050,DE,56.23344940807739,57.23816981722617
2050,GA,33.93734132571821,34.6299337819565
