Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,23433588507.535053,,159.83968901634216,105.80921626091003,160.29961824417114,266.1088345050812,1629488,1181276,3144995,0,0,0,2
EV,23115335699.15304,,61.901012897491455,53.73777604103088,62.08009672164917,115.81787276268004,543536,675252,1736240,0,0,0,2
EEV,23704162042.915764,,2.8416907787323,106.25201606750488,3.277984619140625,109.53000068664552,1629488,1181276,3144995,0,0,0,2
EVPI,23210289416.47998,,65.46078201134999,65.63985379536946,65.7656952937444,131.40554908911386,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1075733025.439754,,0.885674177195679,4.628519232057232,0.8999121526560773,5.0426972046097065,280391.6007187091,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
