year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33397.57365353423,51,38,3700439941.709502,273933759.93315953,20224426.921781607,1617954153.7425284,3669327027.3834705,5287281181.1259985,8987721122.8355
2030,48228.20428491477,26440.225828979965,51,30,2751612926.8458977,293331889.30034304,16497236.993966524,1319778959.5173218,3036691572.9675555,4356470532.484878,7108083459.330775
2040,48228.20428491477,14971.160576201053,51,18,1177242767.981687,350396456.8785953,21292602.199737534,1703408175.9790027,3855406635.819639,5558814811.798642,6736057579.780329
2050,48228.20428491477,8270.018234423762,51,12,407866527.7847799,373756337.88017607,22891433.440898165,1831314675.2718532,4133229403.11777,5964544078.389624,6372410606.174403
