year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,273933759.93315953,20224426.921781607,1617954153.7425284,3669327027.3834705,5287281181.1259985
2030,NT,293331889.30034304,16497236.993966524,1319778959.5173218,3036691572.9675555,4356470532.484878
2040,DE,366880394.1351785,23942919.19806199,1915433535.8449593,4313928398.339794,6229361934.184753
2040,GA,326141889.95967835,17431397.28118204,1394511782.494563,3188278806.5289044,4582790589.023467
2040,NT,358167086.540929,22503490.11996858,1800279209.597486,4064012702.5902205,5864291912.187707
2050,DE,396237181.1417048,26594477.381048605,2127558190.4838886,4772859709.734031,6900417900.21792
2050,GA,351275494.61864734,19188389.500747725,1535071160.0598178,3493599096.501509,5028670256.561327
