year,scenario,ES1 0,PT1 0
2025,NT,34.58199798635001,35.25065615842603
2030,NT,30.298399882603842,30.893641035804578
2040,DE,40.96422109779316,41.751898208608296
2040,GA,30.54763643584923,31.12808711747412
2040,NT,34.02554961668734,34.679066662718995
2050,DE,50.74404491353793,51.699855837353816
2050,GA,33.114486481347164,33.593931323820186
