year,DE,GA,NT,Average
2025,,,34.91632707238802,34.91632707238802
2030,,,30.596020459204208,30.596020459204208
2040,41.358059653200726,30.837861776661676,34.35230813970317,35.516076523188524
2050,51.221950375445864,33.35420890258368,,42.28807963901477
