year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,672,0,0.0
2030,NT,672,0,0.0
2040,DE,672,4,0.5952380952380952
2040,GA,672,3,0.4464285714285714
2040,NT,672,3,0.4464285714285714
2050,DE,672,18,2.6785714285714284
2050,GA,672,7,1.0416666666666665
