year,generator,dual_value
2025,PT1 0 offwind-ac,-51550.83640182078
2025,ES1 0 solar,-47364.47274649684
2025,PT1 0 solar,-45744.94523228024
2025,ES1 0 onwind,-30096.577474473244
2025,PT1 0 onwind,-17137.10796719726
2025,ES1 0 offwind-ac,-5863.542092074953
2030,PT1 0 solar,-16156.309867439508
2030,ES1 0 solar,-16000.963514060815
