,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,61.406,70.968,10,41.66666666666667,0.21258503401360546
1,70.968,80.53,0,0.0,0.0
2,80.53,90.091,0,0.0,0.0
3,90.091,99.652,0,0.0,0.0
4,99.652,109.214,0,0.0,0.0
5,109.214,118.775,0,0.0,0.0
6,118.775,128.336,0,0.0,0.0
7,128.336,137.898,0,0.0,0.0
8,137.898,147.459,0,0.0,0.0
9,147.459,157.02,0,0.0,0.0
10,157.02,166.582,0,0.0,0.0
11,166.582,176.143,0,0.0,0.0
12,176.143,185.704,0,0.0,0.0
13,185.704,195.266,0,0.0,0.0
14,195.266,204.827,0,0.0,0.0
15,204.827,214.388,0,0.0,0.0
16,214.388,223.949,0,0.0,0.0
17,223.949,233.511,0,0.0,0.0
18,233.511,243.072,0,0.0,0.0
19,243.072,252.633,0,0.0,0.0
20,252.633,262.195,0,0.0,0.0
21,262.195,271.756,0,0.0,0.0
22,271.756,281.317,0,0.0,0.0
23,281.317,290.879,0,0.0,0.0
24,290.879,300.44,0,0.0,0.0
25,300.44,310.001,0,0.0,0.0
26,310.001,319.563,0,0.0,0.0
27,319.563,329.124,0,0.0,0.0
28,329.124,338.685,0,0.0,0.0
29,338.685,348.247,0,0.0,0.0
30,348.247,357.808,0,0.0,0.0
31,357.808,367.369,0,0.0,0.0
32,367.369,376.931,0,0.0,0.0
33,376.931,386.492,0,0.0,0.0
34,386.492,396.053,0,0.0,0.0
35,396.053,405.615,0,0.0,0.0
36,405.615,415.176,0,0.0,0.0
37,415.176,424.737,0,0.0,0.0
38,424.737,434.299,0,0.0,0.0
39,434.299,443.86,0,0.0,0.0
40,443.86,453.421,0,0.0,0.0
41,453.421,462.983,0,0.0,0.0
42,462.983,472.544,0,0.0,0.0
43,472.544,482.105,0,0.0,0.0
44,482.105,491.666,0,0.0,0.0
45,491.666,501.228,0,0.0,0.0
46,501.228,510.789,0,0.0,0.0
47,510.789,520.35,0,0.0,0.0
48,520.35,529.912,0,0.0,0.0
49,529.912,539.473,0,0.0,0.0
50,539.473,549.034,0,0.0,0.0
51,549.034,558.596,0,0.0,0.0
52,558.596,568.157,0,0.0,0.0
53,568.157,577.718,0,0.0,0.0
54,577.718,587.28,0,0.0,0.0
55,587.28,596.841,0,0.0,0.0
56,596.841,606.402,0,0.0,0.0
57,606.402,615.964,0,0.0,0.0
58,615.964,625.525,0,0.0,0.0
59,625.525,635.086,0,0.0,0.0
60,635.086,644.648,0,0.0,0.0
61,644.648,654.209,0,0.0,0.0
62,654.209,663.77,0,0.0,0.0
63,663.77,673.332,0,0.0,0.0
64,673.332,682.893,0,0.0,0.0
65,682.893,692.454,0,0.0,0.0
66,692.454,702.016,0,0.0,0.0
67,702.016,711.577,0,0.0,0.0
68,711.577,721.138,0,0.0,0.0
69,721.138,730.7,3,12.5,0.06377551020408163
70,730.7,740.261,3,12.5,0.06377551020408163
71,740.261,749.822,0,0.0,0.0
72,749.822,759.384,0,0.0,0.0
73,759.384,768.945,0,0.0,0.0
74,768.945,778.506,0,0.0,0.0
75,778.506,788.067,0,0.0,0.0
76,788.067,797.629,0,0.0,0.0
77,797.629,807.19,0,0.0,0.0
78,807.19,816.751,0,0.0,0.0
79,816.751,826.313,0,0.0,0.0
80,826.313,835.874,0,0.0,0.0
81,835.874,845.435,0,0.0,0.0
82,845.435,854.997,0,0.0,0.0
83,854.997,864.558,0,0.0,0.0
84,864.558,874.119,0,0.0,0.0
85,874.119,883.681,0,0.0,0.0
86,883.681,893.242,0,0.0,0.0
87,893.242,902.803,0,0.0,0.0
88,902.803,912.365,0,0.0,0.0
89,912.365,921.926,0,0.0,0.0
90,921.926,931.487,0,0.0,0.0
91,931.487,941.049,0,0.0,0.0
92,941.049,950.61,0,0.0,0.0
93,950.61,960.171,0,0.0,0.0
94,960.171,969.733,0,0.0,0.0
95,969.733,979.294,0,0.0,0.0
96,979.294,988.855,0,0.0,0.0
97,988.855,998.417,4,16.666666666666664,0.08503401360544217
98,998.417,1007.978,0,0.0,0.0
99,1007.978,1017.539,4,16.666666666666664,0.08503401360544217
