year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,47351531.515921265,0.0,36596722.49448494,102163809.59697995,37397835.33564296,51520303.74302892,275030202.68605804
2030,33543043.852121413,0.0,39005179.410493135,107659809.19074252,37397835.33564296,77601073.79296294,295206941.58196294
2040,49693963.177163675,285145.1623121615,43982380.68318627,137331983.55512485,37397835.335642956,83337324.98842713,352028632.901857
2050,59927185.00951325,614358.9483027168,46537930.78137256,146681890.52350193,37397835.33564296,84020836.74149463,375180037.339828
