year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,89077358.59471352,7125613.5163102485,43239241.251179986,89545216.0257752,19154103.058242563,25797124.222951442,273938656.66917294
2030,74566098.8480242,4677204.598794812,49323920.44273295,104816535.32736734,25538804.07765675,34396165.63060192,293318728.925178
2040,93161984.51564233,7806025.563134797,54995562.13700221,125874479.2235022,25538804.077656746,42995207.0382524,350372062.5551907
2050,99269305.47517581,8913458.292882577,55866782.5914707,132549153.72886856,25538804.07765675,51594248.445902884,373731752.61195725
