Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,24936735363.09518,,80.93305397033691,105.73911833763124,81.36138319969177,187.100501537323,1629488,1181276,3144995,0,0,0,2
EV,24630320672.647625,,63.18914604187012,53.58296060562134,63.36700892448425,116.9499695301056,543536,675252,1736240,0,0,0,2
EEV,25217388366.890564,,3.427572011947632,105.76249265670776,3.868304491043091,109.63079714775084,1629488,1181276,3144995,0,0,0,2
EVPI,24717841327.02986,,68.2158301671346,65.56624714533488,68.5185403029124,134.08478744824728,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1141459673.5237923,,3.3722469821269567,4.676891286952267,3.3524225280983075,4.7898520028228395,280391.6007187091,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
