scenario,year,dual_value
NT,2025,0.0
NT,2030,-2.7912638472571416e-05
NT,2040,-0.0008319471200479711
GA,2040,0.0
DE,2040,-0.0008263359289912842
GA,2050,0.0
DE,2050,0.0
