year,generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2025,ES1 0 CCGT,ES1 0,CCGT,3425.3,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2568.9750000000004,0.0,0.0,2568.9750000000004,3425.3
2030,ES1 0 CCGT,ES1 0,CCGT,3425.3,38.85517241379311,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2568.9750000000004,0.0,0.0,5137.950000000001,3425.3
2040,ES1 0 CCGT,ES1 0,CCGT,3425.3,38.85517241379311,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2568.9750000000004,0.0,0.0,7706.925000000001,3425.3
2050,ES1 0 CCGT,ES1 0,CCGT,3425.3,38.85517241379311,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2568.9750000000004,0.0,0.0,10275.900000000001,3425.3
2025,ES1 0 coal,ES1 0,coal,1068.524932656719,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,801.3936994925393,0.0,0.0,801.3936994925393,1068.524932656719
2030,ES1 0 coal,ES1 0,coal,1068.524932656719,28.196969696969692,349966.5536298572,0.34,#707070,Coal,True,801.3936994925393,0.0,0.0,1602.7873989850787,1068.524932656719
2040,ES1 0 coal,ES1 0,coal,1068.524932656719,28.196969696969692,349956.5536298572,0.34,#707070,Coal,True,801.3936994925393,0.0,0.0,2404.181098477618,1068.524932656719
2050,ES1 0 coal,ES1 0,coal,1068.524932656719,28.196969696969692,349946.5536298572,0.34,#707070,Coal,True,801.3936994925393,0.0,0.0,3205.5747979701573,1068.524932656719
2025,ES1 0 offwind-ac,ES1 0,offwind-ac,212.58505875491943,0.015,183919.0330536336,0.0,#6895dd,Offshore Wind (AC),True,159.4387940661896,0.0,0.0,159.4387940661896,212.58505875491943
2030,ES1 0 offwind-ac,ES1 0,offwind-ac,212.58505875491943,0.015,183909.0330536336,0.0,#6895dd,Offshore Wind (AC),True,159.4387940661896,0.0,0.0,318.8775881323792,212.58505875491943
2040,ES1 0 offwind-ac,ES1 0,offwind-ac,212.58505875491943,0.015,183899.0330536336,0.0,#6895dd,Offshore Wind (AC),True,159.4387940661896,0.0,0.0,478.31638219856876,212.58505875491943
2050,ES1 0 offwind-ac,ES1 0,offwind-ac,212.58505875491943,0.015,183889.0330536336,0.0,#6895dd,Offshore Wind (AC),True,159.4387940661896,0.0,0.0,637.7551762647583,212.58505875491943
2025,ES1 0 onwind,ES1 0,onwind,1487.7755517327946,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,1115.8316637995958,1115.8316637995958,1115.8316637995958,1115.8316637995958,2603.6072155323905
2030,ES1 0 onwind,ES1 0,onwind,1487.7755517327946,0.015,96075.88801996633,0.0,#235ebc,Onshore Wind,True,1115.8316637995958,0.0,1115.8316637995958,2231.6633275991917,2603.6072155323905
2040,ES1 0 onwind,ES1 0,onwind,1487.7755517327946,0.015,96065.88801996633,0.0,#235ebc,Onshore Wind,True,1115.8316637995958,0.0,1115.8316637995958,3347.4949913987875,2603.6072155323905
2050,ES1 0 onwind,ES1 0,onwind,1487.7755517327946,0.015,96055.88801996633,0.0,#235ebc,Onshore Wind,True,1115.8316637995958,0.0,1115.8316637995958,4463.326655198383,2603.6072155323905
2025,ES1 0 solar,ES1 0,solar,1103.2863903115249,0.01,35602.07124380446,0.0,#f9d002,Solar,True,827.4647927336437,827.4647927336437,827.4647927336437,827.4647927336437,1930.7511830451685
2030,ES1 0 solar,ES1 0,solar,1103.2863903115249,0.01,35592.07124380446,0.0,#f9d002,Solar,True,827.4647927336437,827.4647927336437,1654.9295854672873,1654.9295854672873,2758.215975778812
2040,ES1 0 solar,ES1 0,solar,1103.2863903115249,0.01,35582.07124380446,0.0,#f9d002,Solar,True,827.4647927336437,827.4647927336437,2482.394378200931,2482.394378200931,3585.680768512456
2050,ES1 0 solar,ES1 0,solar,1103.2863903115249,0.01,35572.07124380446,0.0,#f9d002,Solar,True,827.4647927336437,827.4647927336437,3309.8591709345746,3309.8591709345746,4413.1455612460995
2025,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99027.72929315246,0.2,#b20101,Combined-Cycle Gas,True,2326.7385000000004,0.0,0.0,2326.7385000000004,3102.318
2030,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99017.72929315246,0.2,#b20101,Combined-Cycle Gas,True,2326.7385000000004,0.0,0.0,4653.477000000001,3102.318
2040,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99007.72929315246,0.2,#b20101,Combined-Cycle Gas,True,2326.7385000000004,0.0,0.0,6980.215500000001,3102.318
2050,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,98997.72929315246,0.2,#b20101,Combined-Cycle Gas,True,2326.7385000000004,0.0,0.0,9306.954000000002,3102.318
2025,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,364.35,0.0,0.0,364.35,485.8
2030,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349966.5536298572,0.34,#707070,Coal,True,364.35,0.0,0.0,728.7,485.8
2040,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349956.5536298572,0.34,#707070,Coal,True,364.35,0.0,0.0,1093.0500000000002,485.8
2050,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349946.5536298572,0.34,#707070,Coal,True,364.35,0.0,0.0,1457.4,485.8
