Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,23086128554.03277,,462.5207419395447,134.56420063972473,463.1054892539978,597.6696898937225,1895688,1440348,3869565,0,0,0,2
EV,22786998024.13221,,198.03363800048828,70.03166174888611,198.26785969734192,268.299521446228,632328,823312,2150346,0,0,0,2
EEV,24862840324.57567,,4.138584136962891,134.41886615753174,4.719938516616821,139.13880467414856,1895688,1440348,3869565,0,0,0,2
EVPI,22861746542.917316,,168.26317298412323,82.73758387565613,168.66492728392282,251.40251115957895,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1029894374.7807214,,21.544719934857017,5.093034748162281,21.559633985871535,22.29590353420765,326198.1493509735,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
