year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,272384900.2538795,12604966.388761766,1071422143.0447502,2160113576.2221413,3231535719.266891
2030,NT,291937707.5645448,10906625.724277608,927063186.5635966,1901427450.6547666,2828490637.2183633
2040,DE,362877135.39113116,18511213.35850755,1573453135.4731421,3244024169.8503723,4817477305.323515
2040,GA,323588051.08392024,13558044.091708228,1152433747.7951994,2380120646.8550243,3532554394.6502233
2040,NT,354483468.3562461,17385373.154811665,1477756718.1589916,3050562148.0862074,4528318866.245199
2050,DE,391042295.24406207,22503835.22748895,1912825994.3365607,3925059186.6981936,5837885181.034755
2050,GA,347698235.519863,16494539.138998471,1402035826.8148699,2897428672.018016,4299464498.832886
