year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,49283346.570803694,8083226.690003019,65272560.316382915,84442023.75363952,4195183.521741388,61108559.401308954,272384900.2538795
2030,44132963.64467412,6117744.103949361,56012131.01109933,84517829.71166825,4195183.521741388,96961855.57141234,291937707.5645448
2040,67122095.7519083,9001346.229296533,55933792.73563239,90020424.37318501,4195183.521741388,120710042.33200221,346982884.9437658
2050,78838510.95718819,10974955.858253157,57774693.28185406,94292815.62935632,4195183.521741388,123294106.13356942,369370265.38196254
