lower_bound,upper_bound,count,percent_of_interval
7.999,8.1,0,0
8.1,8.2,0,0
8.2,8.3,0,0
8.3,8.4,0,0
8.4,8.5,0,0
8.5,8.6,0,0
8.6,8.7,0,0
8.7,8.8,0,0
8.8,8.9,0,0
8.9,9.0,0,0
