year,AIC,expected_OC,total_cost
2025,4789611176.585854,7826158317.8369665,12615769494.422821
2030,3477793853.434474,6409038376.199791,9886832229.634266
2040,2579158907.132692,7500608436.778387,10079767343.91108
2050,410099432.7080743,8056015465.323103,8466114898.0311775
