year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33721.075428712444,51,39,3754125948.3069797,281704474.28747094,24834085.849320613,2980090301.9184732,4846068015.918493,7826158317.8369665,11580284266.143946
2030,48228.20428491477,30314.431033069483,51,31,3262481158.606073,300367301.54473084,20349087.511277072,2441890501.3532486,3967147874.846543,6409038376.199792,9671519534.805864
2040,48228.20428491477,24293.03279378662,51,23,2579158907.132692,358978343.57816875,23821235.833163626,2858548299.9796352,4642060136.798753,7500608436.778387,10079767343.91108
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,382999309.5177757,25731000.416884273,3087720050.0261126,4968295415.296989,8056015465.323102,8466114898.031177
