Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22654973708.77416,,456.9430320262909,111.08282279968262,457.4847157001496,568.5675384998322,1629488,1181276,3144995,0,0,0,2
EV,22339212781.1323,,156.5879728794098,56.495766401290894,156.812739610672,213.3085060119629,543536,675252,1736240,0,0,0,2
EEV,22926712973.283794,,5.478031873703003,110.99439239501952,5.983022928237915,116.97741532325745,1629488,1181276,3144995,0,0,0,2
EVPI,22435237403.77897,,170.04016955693564,68.98771421114604,170.40064342816672,239.38835763931274,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1030288202.8170791,,15.146460280953914,4.896328005129948,15.16568942470796,17.034621225362216,280391.6007187091,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
