Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
22654973708.774162,,456.9430320262909,111.08282279968262,457.48471570014954,568.5675384998322,1629488,1181276,3144995,0,0,0,2
