year,DE,GA,NT,Average
2025,,,34.46630986659462,34.46630986659462
2030,,,22.884316992250024,22.884316992250024
2040,31.13224994395777,24.82978607579725,29.522079956949355,28.494705325568123
2050,55.997292242664045,28.409842696154723,,42.203567469409386
