,lower_bound,upper_bound,count,percent_of_high,percent_of_total
34,2245.785,2309.165,6,18.181818181818183,0.011595547309833025
82,5288.036,5351.416,5,15.151515151515152,0.00966295609152752
98,6302.12,6365.5,4,12.121212121212121,0.007730364873222016
35,2309.165,2372.545,4,12.121212121212121,0.007730364873222016
97,6238.74,6302.12,3,9.090909090909092,0.0057977736549165125
81,5224.656,5288.036,3,9.090909090909092,0.0057977736549165125
99,6365.5,6428.88,2,6.0606060606060606,0.003865182436611008
83,5351.416,5414.797,2,6.0606060606060606,0.003865182436611008
96,6175.36,6238.74,1,3.0303030303030303,0.001932591218305504
95,6111.979,6175.36,1,3.0303030303030303,0.001932591218305504
