year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,272384900.2538795,12604966.388761766,1008397311.1009414,2160113576.2221413,3168510887.323083
2030,NT,291924725.78747165,11036443.84543883,882915507.6351064,1926541577.8001108,2809457085.4352174
2040,DE,362859811.91699994,18720680.92616463,1497654474.0931704,3280279026.8023033,4777933500.895474
2040,GA,323572407.85440105,13721325.623715019,1097706049.8972015,2410153966.349737,3507860016.2469387
2040,NT,354466040.1797784,17588655.904235482,1407092472.3388386,3086016221.2775927,4493108693.616431
2050,DE,391025356.43348956,22741056.579966314,1819284526.3973053,3965385199.5453176,5784669725.942623
2050,GA,347681025.98224086,16688743.386459727,1335099470.916778,2931817792.9212127,4266917263.8379908
