year,AIC,expected_OC,total_cost
2025,12949366368.654459,3168510887.323083,16117877255.977543
2030,2527029867.13304,2809457085.4352174,5336486952.568257
2040,611358659.3152475,4259634070.252948,4870992729.568195
2050,0.0,5236852010.0300865,5236852010.0300865
