year,scenario,utilization_rate,congestion_rate
2025,NT,0.6939844508706633,0.4988251879699248
2030,NT,0.7930008189594747,0.5091635338345866
2040,DE,0.8675552592710885,0.581218671679198
2040,GA,0.8676203409702744,0.5774592731829574
2040,NT,0.8675834077256814,0.5804354636591479
2050,DE,0.8689275833279725,0.5920269423558897
2050,GA,0.8687323204004067,0.5962562656641605
