year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,3953389005.2674637,,181172330.83405194,3757901301.7317224,1649060471.6246402,0.0,0.0,5406961773.356362,4134561336.101516,5406961773.356362,9541523109.457878
2030,NT,2951729453.227983,,59382871.564219214,3148593860.504935,1337851711.4733331,0.0,0.0,4486445571.978268,3011112324.792202,4486445571.978268,7497557896.77047
2040,DE,1809594519.7151742,,0.0,4311405429.356795,1845673532.2846832,0.0,0.0,6157078961.641479,1809594519.7151742,6157078961.641479,7966673481.356653
2040,GA,1809594519.7151742,,0.0,3225585183.9750633,1364509436.190286,0.0,0.0,4590094620.165349,1809594519.7151742,4590094620.165349,6399689139.880524
2040,NT,1809594519.7151742,,0.0,4069094891.0061426,1736332889.7682726,0.0,0.0,5805427780.774415,1809594519.7151742,5805427780.774415,7615022300.48959
2050,DE,515708812.25099415,,0.0,4766537619.345131,2040704527.4685545,214023527.6219544,0.0,6807242146.813685,515708812.25099415,7021265674.435639,7536974486.686633
2050,GA,515708812.25099415,,0.0,3561217693.03684,1506425609.732312,0.0,0.0,5067643302.769152,515708812.25099415,5067643302.769152,5583352115.020145
All,All,9230421790.461615,0.0,240555202.39827114,14939067986.54031,6409315871.11282,107011763.8109772,0.0,21348383857.65313,9470976992.859886,21455395621.464108,30926372614.323994
