year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,35824.38901417036,51,40,3953389005.2674637,274790664.57239205,20613255.895308003,1649060471.6246402,3757901301.7317224,5406961773.356362,9360350778.623825
2030,48228.20428491477,28417.111383624924,51,33,2951729453.227983,293964628.1835585,16723146.393416665,1337851711.4733331,3148593860.504935,4486445571.978268,7438175025.206251
2040,48228.20428491477,18660.623238409305,51,24,1809594519.7151742,350681076.64617056,20610482.742680173,1648838619.414414,3868695168.1126666,5517533787.527081,7327128307.242254
2050,48228.20428491477,9333.975569888715,51,13,515708812.25099415,373840791.0134033,22169563.357505415,1773565068.600433,4163877656.1909857,5937442724.791419,6453151537.042413
