year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,5297.34,11,6,524583551.4937882,91755106.55615628,18351021.311231256,3568059634.6582093,1468081704.8985004,5036141339.556709,5560724891.050497
2025,coal,2369.6967413669563,0.0,5,0,0.0,6653631.129637495,2262234.584076748,187612235.33720267,180978766.72613984,368591002.0633425,368591002.0633425
2025,offwind-ac,6867.326110916833,6761.033581539374,9,8,1246706503.8982198,43091019.859523,0.0,646365.297892845,0.0,646365.297892845,1247352869.1961126
2025,onwind,16019.751672361648,16019.75167236165,11,11,1539272065.2982094,88339679.74588127,0.0,1325095.1961882175,0.0,1325095.1961882175,1540597160.4943976
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,19154103.058242563,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,25797124.222951442,0.0,257971.2422295144,0.0,257971.2422295144,226456073.96978894
2030,CCGT,15225.166000000001,4058.8,11,4,401933747.6550472,78913081.94823639,15782616.389647279,3067964361.7733126,1262609311.1717825,4330573672.945095,4732507420.6001425
2030,coal,2369.6967413669563,0.0,5,0,0.0,2766264.7169687757,940530.0037693838,78000282.39816502,75242400.3015507,153242682.69971573,153242682.69971573
2030,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,49500268.38711362,0.0,742504.0258067043,0.0,742504.0258067043,648822267.8518914
2030,onwind,16019.751672361648,13101.706016475719,11,9,1258889057.1696048,102850043.42298107,0.0,1542750.6513447142,0.0,1542750.6513447142,1260431807.8209496
2030,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,25538804.07765675,0.0,0.0,0.0,0.0,416628781.84968704
2030,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,34396165.63060192,0.0,343961.6563060192,0.0,343961.6563060192,226542064.38386545
2040,CCGT,15225.166000000001,2370.212662208251,11,4,234716777.88036087,96614330.95857278,19322866.19171456,3758846432.764367,1545829295.3371646,5304675728.101532,5539392505.981893
2040,coal,2369.6967413669563,0.0,5,0,0.0,3787107.5028400463,1287616.5509656158,106784955.49674736,103009324.07724926,209794279.57399663,209794279.57399663
2040,offwind-ac,6867.326110916833,1437.5516901118294,9,2,264132684.90295124,54667328.257834345,0.0,820009.923867515,0.0,820009.923867515,264952694.82681876
2040,onwind,16019.751672361648,7180.09924956989,11,5,689906212.4664166,120921190.48681061,0.0,1813817.857302157,0.0,1813817.857302157,691720030.3237188
2040,ror,1392.75412375,1319.25,4,2,394640741.73788613,31695912.401860394,0.0,0.0,0.0,0.0,394640741.73788613
2040,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,42995207.0382524,0.0,429952.070382524,0.0,429952.070382524,226628054.79794195
2050,CCGT,15225.166000000001,1063.9573354649528,11,1,105361278.99588713,103918891.08787872,20783778.217575744,4045697076.38504,1662702257.4060595,5708399333.7911,5813760612.786986
2050,coal,2369.6967413669563,0.0,5,0,0.0,4075838.6468519713,1385785.1399296704,114926298.815023,110862811.19437362,225789110.00939664,225789110.00939664
2050,offwind-ac,6867.326110916833,0.0,9,0,0.0,55248959.30626697,0.0,828734.3895940045,0.0,828734.3895940045,828734.3895940045
2050,onwind,16019.751672361648,1916.508597904429,11,1,184149430.5275476,127306941.12464234,0.0,1909604.1168696324,0.0,1909604.1168696324,186059034.64441723
2050,ror,1392.75412375,0.0,4,0,0.0,31695912.401860397,0.0,0.0,0.0,0.0,0.0
2050,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,51594248.445902884,0.0,515942.4844590288,0.0,515942.4844590288,226714045.21201846
