year,AIC,expected_OC,total_cost
2025,7590494840.550805,2609799691.2330484,10200294531.783854
2030,3043763099.847271,1836297903.5251565,4880061003.372427
2040,960548558.0056828,2665639127.989507,3626187685.99519
2050,587880332.4174297,3043593536.527836,3631473868.945266
