year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,7452360757.288555,5947178.746723789,132186904.5155257,1825586468.385248,784213222.8478005,0.0,0.0,2609799691.2330484,7590494840.550805,2609799691.2330484,10200294531.783854
2030,NT,3032987804.5115376,10775295.33573352,0.0,1278549663.5364332,557748239.9887232,0.0,0.0,1836297903.5251565,3043763099.847271,1836297903.5251565,4880061003.372427
2040,DE,807066118.8317392,153482439.1739436,0.0,2122400939.4474447,926279910.913554,0.0,0.0,3048680850.3609986,960548558.0056828,3048680850.3609986,4009229408.3666816
2040,GA,807066118.8317392,153482439.1739436,0.0,1470900090.0345757,645474022.9316208,0.0,0.0,2116374112.9661965,960548558.0056828,2116374112.9661965,3076922670.9718795
2040,NT,807066118.8317392,153482439.1739436,0.0,1971248266.5540583,860614154.0872682,0.0,0.0,2831862420.6413264,960548558.0056828,2831862420.6413264,3792410978.6470094
2050,DE,0.0,587880332.4174297,0.0,2533010216.4926195,1104238289.332404,0.0,0.0,3637248505.8250237,587880332.4174297,3637248505.8250237,4225128838.2424536
2050,GA,0.0,587880332.4174297,0.0,1701389537.3603187,748549029.8703296,0.0,0.0,2449938567.230648,587880332.4174297,2449938567.230648,3037818899.648078
All,All,11292414680.631832,758085245.6738306,132186904.5155257,7076185774.193511,3079144485.0820384,0.0,0.0,10155330259.275549,12182686830.821188,10155330259.275549,22338017090.096737
