year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,77021.54812202387,51,22,7452360757.288555,275300810.85632354,9802665.285597507,784213222.8478005,1825586468.385248,2609799691.2330484,10062160448.521603
2030,192912.81713965908,41246.10732338838,51,12,3032987804.5115376,295450676.6003025,6971852.999859039,557748239.9887232,1278549663.5364332,1836297903.5251563,4869285708.036694
2040,192912.81713965908,9645.368578074967,51,2,807066118.8317392,352292361.74334365,10134867.033051845,810789362.6441476,1854849765.3453593,2665639127.989507,3472705246.821246
2050,192912.81713965908,0.0,51,0,0.0,375119560.3078975,11579920.745017085,926393659.6013668,2117199876.926469,3043593536.527836,3043593536.527836
