year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,35,0.4734848484848485
2030,NT,7392,29,0.3923160173160173
2040,DE,7392,35,0.4734848484848485
2040,GA,7392,27,0.36525974025974023
2040,NT,7392,30,0.4058441558441558
2050,DE,7392,24,0.3246753246753247
2050,GA,7392,22,0.2976190476190476
