year,DE,GA,NT,Average
2025,,,97.93235322063798,97.93235322063798
2030,,,39.48630450291275,39.48630450291275
2040,35.48629652517693,11.960468033935843,17.452786134941917,21.6331835646849
2050,89.14155310734886,16.00736219311016,,52.574457650229505
