year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,272570297.1997183,13007531.137263762,1040602490.981101,2152064400.281529,3192666891.26263
2030,NT,292141592.5018053,11666253.240141733,933300259.2113385,1957952259.9312189,2891252519.1425576
2040,DE,363285390.80145633,18460692.63163705,1476855410.530964,3058473821.0156803,4535329231.546644
2040,GA,323891018.86308306,13141058.299893728,1051284663.9914982,2218598501.462718,3269883165.454216
2040,NT,354858158.7059443,17250160.918867998,1380012873.50944,2872247762.6327376,4252260636.1421776
2050,DE,391103499.09869474,21618759.428606927,1729500754.2885542,3566436578.8506336,5295937333.139188
2050,GA,347620326.7259745,15027739.986237897,1202219198.8990316,2541351409.8537507,3743570608.7527823
