line,scenario,year,utilization_rate,congestion_rate
88,DE,2040,0.9861851775739732,0.9002976190476191
88,DE,2050,0.9851189028733547,0.8973214285714286
88,GA,2040,0.9868309093458095,0.9002976190476191
88,GA,2050,0.9862715903581862,0.8973214285714286
88,NT,2025,0.989012921198998,0.9315476190476191
88,NT,2030,0.9841942081783217,0.8824404761904762
88,NT,2040,0.9876618655143348,0.9047619047619048
89,DE,2040,0.7747182643506692,0.30654761904761907
89,DE,2050,0.7691199436513386,0.30505952380952384
89,GA,2040,0.7823918617477578,0.287202380952381
89,GA,2050,0.770713693830275,0.28571428571428575
89,NT,2025,0.7915239923346475,0.17410714285714288
89,NT,2030,0.7997561737345877,0.3080357142857143
89,NT,2040,0.7757693308949949,0.29910714285714285
90,DE,2040,0.4904827591447707,0.0625
90,DE,2050,0.51312792312302,0.07886904761904763
90,GA,2040,0.44687617676590546,0.041666666666666664
90,GA,2050,0.4642152727020738,0.055059523809523815
90,NT,2025,0.3405523576345356,0.028273809523809524
90,NT,2030,0.3987663205603892,0.041666666666666664
90,NT,2040,0.47940955098855215,0.053571428571428575
91,DE,2040,0.9826367744800929,0.8854166666666666
91,DE,2050,0.9852038608875288,0.9032738095238095
91,GA,2040,0.9783837364522426,0.875
91,GA,2050,0.9852602169640801,0.9002976190476191
91,NT,2025,0.9880993398671948,0.9389880952380953
91,NT,2030,0.9802451155896867,0.8928571428571429
91,NT,2040,0.9826897836302191,0.880952380952381
92,DE,2040,0.8947222274157718,0.805059523809524
92,DE,2050,0.9012730918802453,0.8199404761904762
92,GA,2040,0.9096104916387109,0.8125
92,GA,2050,0.9074625526144493,0.8273809523809524
92,NT,2025,0.823528002120653,0.662202380952381
92,NT,2030,0.8936843198565639,0.7827380952380952
92,NT,2040,0.8965818045930173,0.8080357142857144
93,DE,2040,1.0,1.0
93,DE,2050,1.0,1.0
93,GA,2040,1.0,1.0
93,GA,2050,1.0,1.0
93,NT,2025,1.0,1.0
93,NT,2030,1.0,1.0
93,NT,2040,1.0,1.0
95,DE,2040,0.9764310243312585,0.9598214285714287
95,DE,2050,0.9722015825095353,0.9419642857142857
95,GA,2040,0.9854267930197788,0.9717261904761906
95,GA,2050,0.9838045158602752,0.9657738095238096
95,NT,2025,0.9971110821876693,0.9895833333333334
95,NT,2030,0.9839674856485026,0.9702380952380953
95,NT,2040,0.9798793305476035,0.9627976190476191
96,DE,2040,0.23527943882193295,0.0
96,DE,2050,0.248513586338604,0.0
96,GA,2040,0.22764507462934483,0.0
96,GA,2050,0.23732604978430133,0.0
96,NT,2025,0.2683097218913992,0.0
96,NT,2030,0.23204379050312104,0.0
96,NT,2040,0.2327227187297592,0.0
97,DE,2040,0.1585382663809997,0.0
97,DE,2050,0.16149920701034604,0.0
97,GA,2040,0.15522931573604198,0.0
97,GA,2050,0.16417490792835326,0.0
97,NT,2025,0.11547123636033621,0.0
97,NT,2030,0.137910701077451,0.0
97,NT,2040,0.1582003841867755,0.0
99,DE,2040,0.9999178170497586,1.0
99,DE,2050,0.9998216743465048,0.9985119047619048
99,GA,2040,0.9999394320454434,1.0
99,GA,2050,0.9996580919766136,0.9970238095238096
99,NT,2025,1.0000000000000002,1.0
99,NT,2030,1.0000000000000002,1.0
99,NT,2040,0.9999152879312139,0.9985119047619048
100,DE,2040,0.22259809478007006,0.0
100,DE,2050,0.23357756391104617,0.0
100,GA,2040,0.22225565006543993,0.0
100,GA,2050,0.22774896329945485,0.0
100,NT,2025,0.16494291581918988,0.0
100,NT,2030,0.20743621864445164,0.0
100,NT,2040,0.22212994836113564,0.0
101,DE,2040,0.8137032798703765,0.6413690476190477
101,DE,2050,0.8085063206250134,0.6324404761904762
101,GA,2040,0.8365311305053613,0.6904761904761906
101,GA,2050,0.8277233561481986,0.680059523809524
101,NT,2025,0.810137521756331,0.6235119047619048
101,NT,2030,0.8399034549846413,0.7053571428571429
101,NT,2040,0.8190124252662623,0.65625
102,DE,2040,0.511797763230449,0.14285714285714288
102,DE,2050,0.5078958539269178,0.14136904761904762
102,GA,2040,0.5157811932441665,0.14583333333333334
102,GA,2050,0.5122461839495146,0.13392857142857142
102,NT,2025,0.3937807259913646,0.010416666666666666
102,NT,2030,0.4762002127438153,0.10119047619047619
102,NT,2040,0.5126661726559636,0.14583333333333334
103,DE,2040,0.7840694149763313,0.6175595238095238
103,DE,2050,0.794341479519903,0.6145833333333334
103,GA,2040,0.7796445566165596,0.605654761904762
103,GA,2050,0.7890206573534272,0.6145833333333334
103,NT,2025,0.7786851978358295,0.5714285714285715
103,NT,2030,0.7746884425392805,0.568452380952381
103,NT,2040,0.7810341457041035,0.6130952380952381
104,DE,2040,0.7628093529039116,0.46726190476190477
104,DE,2050,0.7493840625251478,0.46726190476190477
104,GA,2040,0.782624752736651,0.4910714285714286
104,GA,2050,0.765710541406739,0.45833333333333337
104,NT,2025,0.8803929586057787,0.6026785714285715
104,NT,2030,0.8173450943234096,0.505952380952381
104,NT,2040,0.7670316770580474,0.46279761904761907
105,DE,2040,0.5611407863206566,0.03720238095238095
105,DE,2050,0.5784662125153521,0.06696428571428571
105,GA,2040,0.5396713633893165,0.03273809523809524
105,GA,2050,0.5573969520869207,0.03869047619047619
105,NT,2025,0.5205777488308527,0.0
105,NT,2030,0.5376662146541257,0.004464285714285715
105,NT,2040,0.5564516912925306,0.03422619047619048
106,DE,2040,0.9926690337397464,0.9702380952380953
106,DE,2050,0.9951867782522256,0.9791666666666666
106,GA,2040,0.9926483671207552,0.9732142857142857
106,GA,2050,0.993475637448092,0.9702380952380953
106,NT,2025,1.0,1.0
106,NT,2030,0.9994212946215202,0.9955357142857143
106,NT,2040,0.9928497419941439,0.9672619047619048
107,DE,2040,0.9400640827615878,0.8973214285714286
107,DE,2050,0.9556735854966508,0.918154761904762
107,GA,2040,0.9356280845207857,0.8943452380952381
107,GA,2050,0.9425909125723673,0.9062500000000001
107,NT,2025,0.9876701225980337,0.9717261904761906
107,NT,2030,0.9404355636098658,0.8794642857142857
107,NT,2040,0.9421244627908172,0.9077380952380952
219,DE,2040,0.648230918853454,0.11011904761904763
219,DE,2050,0.6634896844158241,0.1324404761904762
219,GA,2040,0.620482421478391,0.09970238095238096
219,GA,2050,0.6325172640365812,0.10714285714285715
219,NT,2025,0.6704191707976507,0.06101190476190477
219,NT,2030,0.6239302820198954,0.07886904761904763
219,NT,2040,0.642878387474606,0.10119047619047619
