year,scenario,load_shedding,curtailment,load_shedding_cost,curtailment_cost
2025,NT,29735318.401960928,0.0,188819271852.4519,0.0
2030,NT,12924136.49863574,0.0,82068266766.33694,0.0
2040,DE,13210771.61941096,0.0,83888399783.2596,0.0
2040,GA,9634844.898671726,0.0,61181265106.56546,0.0
2040,NT,12391989.799218824,0.0,78689135225.03954,0.0
2050,DE,10616047.071516016,0.0,67411898904.1267,0.0
2050,GA,7458546.05923442,0.0,47361767476.138565,0.0
